EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
547,39,Male,Finance,Married,Marketer,Marketer,Rarely,3,Bachelor,5,53,1,5,4,1,Yes,21,2,5,5,2,5,5,7,2,Yes,4
548,54,Male,Marketing,Single,Marketer,Marketer,Rarely,28,Master,2,47,2,3,3,8,No,24,5,1,0,4,1,1,2,6,No,3
549,40,Male,Marketing,Divorced,Analyst,Data Analyst,Frequently,6,College,5,40,3,5,5,0,Yes,15,2,5,5,4,5,5,2,7,Yes,4
550,27,Female,HR,Divorced,Manager,Team Leader,Occasionally,5,College,3,50,1,2,1,0,Yes,15,5,8,2,5,8,8,3,7,No,4
551,57,Male,HR,Divorced,Engineer,Developer,Occasionally,30,Master,5,72,4,3,5,6,Yes,19,1,5,2,1,5,5,4,10,No,4
552,49,Female,Technical,Divorced,Sales Rep,Sales Manager,Rarely,19,Doctor,2,22,1,3,4,7,Yes,17,3,3,5,1,3,3,5,6,No,2
553,58,Female,HR,Divorced,Manager,Team Leader,Frequently,27,Doctor,4,52,3,1,4,5,No,21,1,8,0,2,8,8,1,9,No,5
554,28,Male,Marketing,Divorced,Sales Rep,Sales Manager,Frequently,18,College,1,46,3,2,2,6,Yes,11,5,2,2,5,2,2,7,8,No,3
555,51,Male,Marketing,Divorced,Analyst,Analyst,Rarely,11,Doctor,3,24,2,3,2,5,Yes,12,4,3,5,2,3,3,7,3,Yes,5
556,54,Female,Marketing,Married,Manager,Manager,Frequently,19,High School,4,61,4,1,5,3,Yes,13,3,19,4,1,19,19,7,8,No,4
557,39,Male,Marketing,Divorced,Engineer,Developer,Occasionally,4,Master,1,32,1,3,1,4,No,12,4,6,2,2,6,6,4,2,Yes,3
558,48,Male,Technical,Single,Marketer,Marketer,Rarely,10,College,2,45,1,1,5,4,No,17,1,1,4,1,1,1,8,7,Yes,2
559,26,Female,Finance,Divorced,Marketer,Marketer,Rarely,30,Bachelor,4,43,1,1,5,7,Yes,16,5,7,0,5,7,7,10,2,Yes,3
560,58,Female,Technical,Divorced,Engineer,Developer,Rarely,20,High School,1,65,2,3,3,8,No,17,3,8,5,3,8,8,9,3,No,3
561,29,Female,Other,Married,Engineer,Developer,Frequently,29,Doctor,3,29,3,4,4,1,No,20,1,9,4,4,9,9,7,1,No,4
562,30,Male,Marketing,Divorced,Marketer,Marketer,Frequently,23,Bachelor,3,48,4,2,5,0,Yes,20,4,1,4,1,1,1,8,8,No,3
563,26,Female,HR,Single,Engineer,Engineer,Frequently,5,Bachelor,3,30,1,4,5,3,No,13,3,8,0,3,8,8,3,6,Yes,4
564,30,Male,HR,Married,Analyst,Analyst,Frequently,13,College,1,47,2,1,3,1,No,19,5,3,1,2,3,3,3,9,Yes,3
565,42,Male,Other,Married,Sales Rep,Sales Manager,Rarely,22,Master,1,79,1,2,4,7,Yes,18,5,5,2,4,5,5,10,6,No,2
566,53,Male,Technical,Married,Marketer,Marketing Manager,Rarely,28,College,4,57,2,2,5,5,No,13,5,7,1,4,7,7,0,7,Yes,4
567,25,Female,Finance,Married,Marketer,Marketer,Frequently,14,College,5,27,1,1,3,4,Yes,14,1,3,3,5,3,3,8,5,Yes,4
568,50,Female,Technical,Divorced,Sales Rep,Sales Rep,Occasionally,13,Master,5,39,4,4,4,4,No,20,3,1,5,2,1,1,8,2,No,3
569,24,Female,HR,Single,Marketer,Marketing Manager,Frequently,29,College,1,31,3,1,2,7,No,10,3,2,5,4,2,2,7,7,No,3
570,44,Male,Finance,Divorced,Sales Rep,Sales Manager,Frequently,9,Bachelor,3,49,4,2,5,4,Yes,25,4,2,1,5,2,2,3,2,No,3
571,59,Male,HR,Married,Analyst,Analyst,Frequently,6,High School,3,68,2,2,2,0,No,17,4,8,5,2,8,8,4,3,Yes,4
572,50,Female,Technical,Married,Sales Rep,Sales Manager,Occasionally,17,College,4,26,2,2,2,1,Yes,10,4,4,2,2,4,4,2,2,No,2
573,43,Male,Other,Married,Engineer,Developer,Occasionally,7,Bachelor,2,27,3,2,2,8,No,19,3,6,3,2,6,6,3,6,No,4
574,28,Female,Other,Married,Marketer,Marketer,Rarely,23,Doctor,5,76,2,4,4,3,Yes,13,2,5,3,1,5,5,7,8,Yes,3
575,42,Male,Finance,Divorced,Marketer,Marketer,Occasionally,18,High School,2,77,2,5,1,3,No,22,3,2,3,4,2,2,5,3,Yes,2
576,41,Male,Technical,Single,Marketer,Marketing Manager,Frequently,6,College,5,49,2,4,5,6,No,23,1,2,4,3,2,2,3,7,Yes,3
577,35,Female,Marketing,Single,Marketer,Marketing Manager,Occasionally,26,Bachelor,5,69,3,2,1,4,No,10,3,2,1,4,2,2,2,7,No,2
578,47,Female,Finance,Divorced,Engineer,Developer,Occasionally,5,Master,2,68,4,1,5,8,Yes,16,4,9,1,2,9,9,5,6,No,4
579,60,Female,Finance,Single,Sales Rep,Sales Rep,Frequently,4,High School,4,49,4,4,4,4,Yes,10,1,4,4,3,4,4,7,1,Yes,2
580,22,Male,Technical,Divorced,Marketer,Marketing Manager,Rarely,30,Master,1,31,2,2,1,7,Yes,14,2,4,5,5,4,4,6,8,Yes,4
581,54,Female,Finance,Married,Sales Rep,Sales Rep,Rarely,14,College,1,36,4,1,4,6,Yes,20,5,1,0,2,1,1,9,8,Yes,3
582,26,Female,Marketing,Married,Manager,Team Leader,Rarely,11,Doctor,1,45,3,4,4,3,Yes,16,1,5,1,3,5,5,9,1,Yes,4
583,23,Female,Finance,Divorced,Engineer,Engineer,Rarely,1,College,2,47,1,5,1,2,Yes,21,2,2,0,3,2,2,1,5,No,4
584,29,Male,HR,Married,Marketer,Marketer,Occasionally,19,Master,2,47,1,2,5,1,Yes,21,2,1,3,3,1,1,9,6,Yes,2
585,57,Male,Other,Divorced,Marketer,Marketer,Frequently,7,Master,2,26,2,2,3,2,No,24,4,6,1,4,6,6,0,8,No,2
586,32,Female,Marketing,Divorced,Engineer,Developer,Occasionally,25,Master,3,41,2,3,4,2,Yes,18,1,7,0,1,7,7,9,4,Yes,4
587,58,Female,Finance,Married,Analyst,Analyst,Occasionally,8,College,1,35,3,4,1,6,Yes,13,4,2,4,1,2,2,10,4,No,3
588,28,Female,Other,Married,Engineer,Developer,Occasionally,1,Bachelor,2,40,2,3,3,4,Yes,25,2,4,0,5,4,4,9,8,Yes,4
589,45,Male,Other,Single,Manager,Team Leader,Occasionally,23,College,2,46,4,2,5,3,Yes,10,5,14,5,5,14,14,4,5,Yes,4
590,25,Male,HR,Single,Analyst,Analyst,Frequently,22,Doctor,4,69,3,1,4,2,No,16,4,4,1,4,4,4,5,4,No,3
591,30,Male,Finance,Married,Analyst,Analyst,Rarely,26,Master,2,36,2,1,5,7,No,11,3,7,0,5,7,7,3,1,No,4
592,22,Female,HR,Single,Analyst,Data Analyst,Occasionally,29,Doctor,3,35,1,3,2,2,No,10,5,5,1,1,5,5,5,10,No,5
593,46,Male,Marketing,Single,Engineer,Engineer,Rarely,30,High School,3,78,1,1,5,0,No,10,1,6,0,5,6,6,1,6,Yes,3
594,50,Female,HR,Married,Sales Rep,Sales Rep,Frequently,29,College,5,28,2,4,2,8,Yes,18,1,3,3,5,3,3,6,2,No,2
595,30,Male,Other,Divorced,Sales Rep,Sales Manager,Frequently,5,High School,2,73,3,5,4,8,Yes,10,3,4,4,3,4,4,0,1,Yes,3
596,45,Female,HR,Divorced,Engineer,Engineer,Occasionally,10,Doctor,5,29,3,4,4,7,Yes,14,2,3,3,2,3,3,7,6,Yes,3
597,57,Female,Marketing,Single,Engineer,Developer,Rarely,28,High School,1,32,4,3,5,1,Yes,14,2,8,0,5,8,8,4,5,Yes,3
598,54,Male,Finance,Divorced,Analyst,Analyst,Occasionally,3,Doctor,2,24,4,1,3,5,Yes,24,1,3,2,3,3,3,4,8,No,4
599,24,Male,HR,Single,Manager,Team Leader,Frequently,21,High School,1,31,1,4,3,4,Yes,22,2,11,0,1,11,11,3,10,Yes,5
600,28,Female,Technical,Married,Analyst,Data Analyst,Frequently,14,Doctor,2,36,2,2,1,7,Yes,12,5,3,1,1,3,3,7,6,No,3
601,47,Female,HR,Single,Engineer,Engineer,Rarely,16,Doctor,3,31,1,4,2,3,Yes,22,2,10,1,4,10,10,10,8,No,3
602,26,Female,Marketing,Single,Analyst,Analyst,Frequently,13,Bachelor,5,73,3,1,5,3,Yes,15,2,3,4,1,3,3,2,2,Yes,4
603,29,Female,HR,Single,Marketer,Marketing Manager,Occasionally,25,Bachelor,2,70,3,1,5,0,Yes,12,5,4,5,1,4,4,10,9,No,3
604,49,Male,Other,Married,Analyst,Data Analyst,Rarely,26,High School,4,23,2,3,4,8,Yes,22,3,7,0,4,7,7,3,1,Yes,5
605,48,Female,Marketing,Single,Marketer,Marketing Manager,Occasionally,4,Bachelor,5,22,3,4,5,2,No,12,4,2,0,2,2,2,6,7,Yes,2
606,26,Male,Other,Single,Analyst,Data Analyst,Rarely,22,Doctor,2,56,4,4,1,5,No,20,5,7,5,3,7,7,6,8,No,3
607,43,Male,HR,Single,Marketer,Marketing Manager,Frequently,21,High School,3,70,1,5,3,3,Yes,20,4,6,1,5,6,6,9,6,No,4
608,45,Male,Technical,Married,Analyst,Analyst,Occasionally,23,Bachelor,2,37,1,1,4,2,Yes,21,3,5,4,1,5,5,6,1,Yes,3
609,39,Female,Other,Single,Sales Rep,Sales Manager,Occasionally,4,Master,4,50,4,4,2,5,No,19,2,1,2,3,1,1,10,8,No,2
610,53,Female,Finance,Divorced,Manager,Team Leader,Rarely,14,High School,3,47,2,4,2,7,Yes,13,2,6,4,3,6,6,8,3,No,5
611,42,Female,Technical,Divorced,Sales Rep,Sales Manager,Occasionally,7,High School,2,31,2,3,2,7,Yes,25,1,5,5,4,5,5,1,4,Yes,3
612,40,Male,HR,Divorced,Manager,Team Leader,Occasionally,7,Doctor,1,78,2,1,2,6,Yes,11,3,8,0,4,8,8,10,1,No,5
613,34,Female,Technical,Married,Analyst,Analyst,Frequently,10,College,2,40,3,2,3,6,Yes,19,5,7,2,4,7,7,1,6,No,4
614,32,Female,Marketing,Single,Sales Rep,Sales Rep,Frequently,30,Bachelor,3,57,1,3,4,8,No,14,5,2,5,4,2,2,8,8,No,3
615,35,Male,Other,Single,Sales Rep,Sales Manager,Occasionally,3,High School,4,57,2,3,4,4,No,16,1,1,1,3,1,1,5,4,No,3
616,37,Female,Technical,Married,Manager,Manager,Frequently,28,Master,3,52,3,2,3,0,Yes,15,3,5,0,4,5,5,1,4,Yes,4
617,54,Female,Other,Married,Sales Rep,Sales Rep,Rarely,6,Doctor,3,26,1,5,1,0,No,24,3,1,4,1,1,1,1,3,Yes,3
618,55,Male,HR,Married,Sales Rep,Sales Rep,Rarely,11,Bachelor,2,73,2,5,2,5,No,11,2,5,0,4,5,5,1,8,Yes,3
619,36,Female,Marketing,Married,Sales Rep,Sales Rep,Occasionally,25,Master,2,49,3,2,2,8,No,14,1,1,0,3,1,1,3,7,No,3
620,37,Male,Technical,Divorced,Analyst,Data Analyst,Frequently,9,Doctor,3,70,2,4,3,7,No,24,5,8,5,3,8,8,1,2,No,5
621,48,Male,Finance,Single,Sales Rep,Sales Rep,Frequently,28,Master,5,62,4,1,1,0,No,24,3,5,2,5,5,5,4,3,Yes,3
622,34,Female,Technical,Married,Engineer,Engineer,Occasionally,26,High School,4,57,2,2,4,8,Yes,19,1,3,3,2,3,3,10,6,No,4
623,54,Male,Technical,Divorced,Manager,Manager,Occasionally,25,Doctor,2,75,2,3,2,3,Yes,13,5,16,0,4,16,16,10,4,Yes,5
624,28,Female,Technical,Divorced,Manager,Team Leader,Frequently,26,Doctor,3,57,4,3,4,7,No,12,1,16,3,5,16,16,3,7,No,4
625,34,Female,Other,Single,Analyst,Data Analyst,Occasionally,8,Doctor,5,55,3,4,1,4,No,13,2,5,4,1,5,5,3,4,No,5
626,44,Female,Technical,Single,Manager,Manager,Occasionally,11,Bachelor,3,31,1,2,1,4,No,18,3,16,4,2,16,16,4,7,No,4
627,43,Male,Other,Single,Sales Rep,Sales Rep,Frequently,23,College,2,67,2,4,5,4,Yes,13,1,1,3,4,1,1,9,5,No,2
628,58,Female,Technical,Single,Marketer,Marketer,Frequently,29,High School,1,27,3,2,2,6,No,14,5,4,4,2,4,4,10,4,No,4
629,30,Female,Finance,Single,Sales Rep,Sales Rep,Rarely,23,Bachelor,5,50,1,5,5,6,No,21,1,5,2,2,5,5,7,7,No,3
630,30,Female,Other,Single,Analyst,Analyst,Occasionally,28,College,4,22,3,2,4,5,No,17,3,7,4,5,7,7,4,9,No,3
631,37,Male,Technical,Single,Manager,Manager,Occasionally,1,Doctor,4,80,2,4,2,3,Yes,19,3,8,3,5,8,8,5,10,Yes,5
632,51,Male,Finance,Divorced,Engineer,Developer,Occasionally,13,Doctor,1,30,3,2,4,8,No,20,1,2,1,5,2,2,4,9,No,3
633,36,Female,Other,Single,Analyst,Data Analyst,Rarely,3,Bachelor,3,60,2,2,2,3,No,15,3,7,4,1,7,7,0,6,No,5
634,27,Male,Other,Divorced,Analyst,Analyst,Rarely,5,College,3,60,1,2,1,7,Yes,13,1,3,3,4,3,3,1,7,Yes,3
635,22,Female,Technical,Single,Manager,Manager,Rarely,21,High School,1,22,2,5,4,0,Yes,17,1,14,5,5,14,14,0,7,Yes,5
636,40,Female,Finance,Divorced,Analyst,Data Analyst,Rarely,20,College,2,57,2,1,5,4,Yes,17,5,5,3,1,5,5,10,9,No,3
637,36,Female,Technical,Divorced,Marketer,Marketing Manager,Frequently,4,Bachelor,5,79,4,1,3,2,Yes,23,2,5,0,4,5,5,9,3,Yes,4
638,47,Male,Other,Single,Marketer,Marketer,Occasionally,2,High School,3,65,4,2,4,7,Yes,18,2,5,0,3,5,5,1,9,Yes,3
639,22,Male,Finance,Married,Marketer,Marketing Manager,Rarely,1,Doctor,3,69,1,1,5,1,Yes,20,4,4,2,1,4,4,10,1,Yes,4
640,32,Female,HR,Divorced,Analyst,Data Analyst,Rarely,27,Doctor,5,41,4,1,2,4,Yes,21,3,7,1,1,7,7,2,1,No,4
641,59,Female,Other,Married,Marketer,Marketer,Rarely,12,Master,2,34,3,2,4,5,Yes,24,4,7,1,4,7,7,1,10,No,4
642,56,Female,Marketing,Single,Analyst,Analyst,Rarely,1,Doctor,3,60,1,4,1,2,Yes,25,1,8,3,2,8,8,0,9,Yes,4
643,59,Male,Marketing,Divorced,Analyst,Analyst,Occasionally,22,Doctor,5,52,1,1,3,3,Yes,20,5,4,4,1,4,4,8,8,No,3
644,58,Female,HR,Divorced,Sales Rep,Sales Manager,Occasionally,7,Bachelor,5,39,3,3,3,1,No,21,1,2,0,2,2,2,6,1,No,2
645,43,Female,Marketing,Divorced,Marketer,Marketing Manager,Rarely,2,College,1,59,4,4,5,2,Yes,16,5,1,3,5,1,1,5,5,No,4
646,23,Female,Marketing,Married,Sales Rep,Sales Manager,Rarely,18,Master,2,22,2,5,2,0,No,23,5,1,2,2,1,1,2,8,Yes,3
647,51,Female,Marketing,Married,Marketer,Marketing Manager,Occasionally,26,Bachelor,4,28,3,3,1,1,No,19,5,6,2,2,6,6,9,5,No,3
648,30,Female,Technical,Married,Marketer,Marketer,Frequently,29,College,1,60,4,4,5,8,No,20,3,6,2,2,6,6,10,8,Yes,4
649,32,Female,Finance,Single,Engineer,Developer,Frequently,8,Doctor,3,32,4,3,3,0,No,21,1,9,2,1,9,9,6,2,No,3
650,42,Female,Technical,Divorced,Sales Rep,Sales Rep,Occasionally,3,Doctor,5,48,4,4,5,8,No,10,3,5,3,2,5,5,7,9,No,3
651,43,Female,Technical,Divorced,Sales Rep,Sales Rep,Frequently,18,Doctor,4,42,1,2,2,8,No,13,4,1,0,5,1,1,6,1,Yes,3
652,39,Female,Finance,Single,Sales Rep,Sales Manager,Rarely,30,College,4,23,2,3,3,3,Yes,13,4,2,4,2,2,2,5,2,No,2
653,45,Male,Other,Divorced,Engineer,Developer,Occasionally,21,College,5,37,2,5,1,2,No,13,2,6,0,1,6,6,4,5,No,4
654,54,Female,Finance,Single,Marketer,Marketer,Rarely,24,Bachelor,1,55,1,5,1,8,No,22,5,5,1,5,5,5,10,5,Yes,3
655,27,Female,Technical,Married,Marketer,Marketer,Frequently,19,College,2,45,1,2,1,2,Yes,17,4,7,4,2,7,7,0,2,No,4
656,45,Male,Marketing,Married,Manager,Manager,Occasionally,24,Bachelor,1,50,4,2,1,7,Yes,10,5,16,4,3,16,16,2,7,No,5
657,28,Male,Technical,Single,Manager,Team Leader,Frequently,9,Bachelor,3,47,2,1,1,3,Yes,13,5,18,4,4,18,18,3,4,No,4
658,32,Female,Other,Single,Analyst,Data Analyst,Rarely,12,Bachelor,2,20,4,5,3,8,Yes,12,4,5,1,2,5,5,10,4,No,4
659,33,Female,Other,Divorced,Analyst,Data Analyst,Occasionally,28,High School,3,80,3,4,5,5,Yes,21,2,6,3,1,6,6,0,2,No,4
660,54,Male,Finance,Divorced,Marketer,Marketer,Occasionally,16,Bachelor,3,79,1,1,5,8,No,14,5,1,1,1,1,1,1,7,No,3
661,60,Male,Finance,Divorced,Sales Rep,Sales Manager,Occasionally,19,High School,5,65,3,3,2,1,Yes,17,1,5,4,2,5,5,9,5,No,2
662,23,Female,Finance,Divorced,Marketer,Marketer,Frequently,21,Bachelor,5,50,4,4,3,3,Yes,20,2,3,2,1,3,3,5,10,Yes,2
663,27,Female,Technical,Married,Sales Rep,Sales Manager,Frequently,4,High School,1,32,2,5,4,3,No,22,4,3,2,5,3,3,0,8,Yes,2
664,52,Female,HR,Married,Sales Rep,Sales Manager,Occasionally,6,High School,2,64,4,4,1,8,Yes,21,2,2,0,5,2,2,10,3,Yes,2
665,45,Male,Marketing,Married,Manager,Team Leader,Frequently,15,Bachelor,3,71,3,5,1,1,No,20,4,19,5,1,19,19,5,5,Yes,4
666,55,Male,HR,Single,Marketer,Marketing Manager,Occasionally,28,Bachelor,2,49,1,4,5,6,No,20,2,7,4,5,7,7,10,6,Yes,4
667,51,Male,Technical,Divorced,Marketer,Marketer,Frequently,6,Bachelor,2,74,1,1,5,8,Yes,10,3,5,2,2,5,5,8,3,No,4
668,42,Female,Finance,Married,Marketer,Marketing Manager,Rarely,25,Bachelor,2,48,2,4,2,3,No,16,4,4,4,4,4,4,10,1,Yes,3
669,32,Male,Marketing,Married,Analyst,Analyst,Occasionally,25,Doctor,4,78,2,3,3,7,Yes,25,4,8,2,5,8,8,6,8,Yes,5
670,32,Male,Other,Married,Analyst,Analyst,Rarely,27,High School,5,20,2,1,1,1,Yes,11,3,2,0,3,2,2,8,7,No,5
671,58,Male,Technical,Single,Engineer,Engineer,Rarely,1,Master,4,49,3,5,1,6,Yes,12,1,2,3,5,2,2,7,5,No,3
672,24,Male,Other,Divorced,Engineer,Engineer,Occasionally,8,College,4,36,1,1,2,1,No,18,4,9,4,3,9,9,3,4,No,3
673,24,Female,Technical,Married,Sales Rep,Sales Manager,Occasionally,1,College,2,22,2,5,4,6,No,19,5,1,2,3,1,1,0,7,Yes,3
674,50,Female,Finance,Single,Engineer,Engineer,Occasionally,4,Master,5,72,2,5,4,5,Yes,12,3,8,5,1,8,8,1,9,Yes,3
675,36,Female,HR,Single,Engineer,Developer,Occasionally,19,College,1,43,1,2,3,4,No,23,2,10,4,1,10,10,10,9,No,4
676,24,Male,Marketing,Single,Analyst,Data Analyst,Frequently,17,High School,1,62,4,1,5,8,Yes,17,2,5,2,3,5,5,4,5,No,4
677,60,Female,Other,Married,Manager,Manager,Frequently,25,Bachelor,1,33,2,4,4,3,No,20,1,16,3,1,16,16,6,1,No,4
678,43,Male,Technical,Married,Analyst,Data Analyst,Occasionally,10,College,4,77,4,1,1,7,No,18,4,6,0,2,6,6,10,2,Yes,3
679,46,Female,Technical,Married,Engineer,Developer,Occasionally,5,Doctor,1,48,4,4,3,3,Yes,13,5,2,5,2,2,2,2,4,Yes,3
680,39,Male,Other,Divorced,Analyst,Analyst,Occasionally,28,Bachelor,1,70,4,5,5,7,Yes,14,4,4,4,5,4,4,10,6,Yes,3
681,38,Male,HR,Divorced,Marketer,Marketing Manager,Rarely,13,Master,5,72,4,2,3,4,No,22,1,5,3,5,5,5,4,5,No,4
682,31,Male,Marketing,Single,Analyst,Analyst,Frequently,6,College,4,68,4,1,1,2,Yes,13,2,7,5,3,7,7,0,6,No,3
683,54,Female,Finance,Single,Manager,Team Leader,Rarely,18,High School,3,24,2,3,2,3,No,12,4,15,1,1,15,15,9,3,No,5
684,39,Male,HR,Married,Engineer,Developer,Rarely,22,Doctor,5,35,2,4,5,3,Yes,20,4,3,0,2,3,3,3,4,No,3
685,29,Male,Marketing,Single,Engineer,Engineer,Rarely,7,Bachelor,1,80,3,3,3,0,Yes,14,4,3,4,2,3,3,6,2,Yes,3
686,33,Male,Marketing,Single,Marketer,Marketer,Occasionally,17,College,2,36,1,5,1,7,No,24,1,7,5,2,7,7,7,2,No,4
687,48,Female,Marketing,Single,Sales Rep,Sales Manager,Frequently,15,Master,2,73,2,3,2,7,Yes,16,1,3,3,1,3,3,1,4,Yes,3
688,34,Female,Marketing,Single,Marketer,Marketer,Rarely,3,Doctor,5,54,4,1,5,6,No,15,1,6,4,1,6,6,4,3,Yes,4
689,23,Male,Finance,Married,Sales Rep,Sales Rep,Occasionally,11,Doctor,1,23,1,2,5,3,No,20,2,5,4,3,5,5,2,6,No,2
690,39,Female,Other,Single,Sales Rep,Sales Manager,Occasionally,4,Bachelor,2,35,1,5,5,2,No,25,4,5,4,4,5,5,2,9,Yes,2
691,30,Female,HR,Divorced,Marketer,Marketing Manager,Frequently,11,High School,3,73,1,5,2,0,No,23,4,3,0,5,3,3,3,8,No,3
692,34,Female,Technical,Single,Analyst,Data Analyst,Rarely,27,Doctor,1,72,3,3,4,0,Yes,24,5,7,2,3,7,7,1,4,No,5
693,41,Male,Other,Single,Manager,Team Leader,Occasionally,28,Doctor,4,62,2,2,2,4,Yes,22,4,13,2,2,13,13,7,6,No,5
694,44,Female,Other,Married,Analyst,Analyst,Rarely,30,Bachelor,1,46,1,2,3,4,No,12,4,7,1,1,7,7,6,10,Yes,4
695,58,Female,Marketing,Single,Sales Rep,Sales Manager,Rarely,23,High School,2,59,4,4,5,7,Yes,21,2,2,1,4,2,2,9,8,No,2
696,22,Male,Finance,Divorced,Engineer,Engineer,Rarely,22,Master,5,58,1,3,3,7,No,13,3,10,5,2,10,10,9,8,Yes,3
697,60,Female,Other,Single,Analyst,Analyst,Occasionally,14,Bachelor,1,45,2,2,5,2,No,20,1,2,1,2,2,2,7,1,No,5
698,35,Female,Other,Married,Engineer,Developer,Rarely,2,Doctor,4,76,1,5,2,4,No,15,1,10,1,3,10,10,4,2,Yes,4
699,27,Male,Other,Married,Manager,Manager,Occasionally,17,Doctor,3,56,2,5,5,3,No,22,4,17,4,3,17,17,7,2,No,4
700,60,Female,Technical,Single,Engineer,Engineer,Rarely,8,College,2,34,1,4,4,0,No,13,2,7,0,4,7,7,1,3,Yes,3
701,47,Male,Other,Married,Manager,Team Leader,Frequently,18,Doctor,5,20,2,4,2,1,No,13,3,9,5,5,9,9,3,6,No,4
702,56,Female,Marketing,Single,Analyst,Data Analyst,Rarely,6,Master,2,28,2,5,5,5,Yes,14,4,5,2,3,5,5,3,4,Yes,3
703,50,Male,HR,Single,Manager,Manager,Occasionally,5,Master,4,25,3,2,4,6,No,13,1,6,0,2,6,6,5,3,Yes,5
704,22,Male,Marketing,Single,Sales Rep,Sales Manager,Rarely,28,College,5,51,2,2,1,1,No,17,3,1,0,5,1,1,6,2,Yes,2
705,40,Female,Technical,Single,Analyst,Data Analyst,Frequently,29,High School,2,78,1,1,5,6,Yes,24,3,5,3,2,5,5,7,6,No,3
706,56,Male,HR,Single,Engineer,Developer,Occasionally,26,Master,1,41,4,1,3,0,No,11,4,10,5,3,10,10,2,6,No,4
707,47,Male,Marketing,Single,Sales Rep,Sales Rep,Rarely,21,Master,5,62,2,3,5,0,No,22,5,5,2,1,5,5,2,2,No,3
708,34,Male,HR,Single,Manager,Team Leader,Rarely,29,High School,2,54,2,5,4,4,Yes,12,4,20,4,1,20,20,0,8,Yes,5
709,30,Male,Finance,Single,Sales Rep,Sales Rep,Frequently,7,High School,2,78,1,4,4,5,No,20,1,2,0,5,2,2,4,9,No,3
710,27,Female,Technical,Married,Engineer,Developer,Rarely,29,Master,3,37,2,5,5,2,No,24,1,9,5,5,9,9,1,2,No,3
711,37,Female,Technical,Single,Manager,Manager,Occasionally,21,College,4,77,3,2,4,1,No,12,1,8,2,2,8,8,9,3,No,5
712,41,Male,Marketing,Divorced,Manager,Manager,Frequently,19,High School,2,49,2,2,4,8,Yes,20,1,12,3,1,12,12,4,4,Yes,4
713,37,Male,HR,Divorced,Marketer,Marketing Manager,Occasionally,2,College,1,44,2,1,4,5,Yes,24,1,6,5,3,6,6,6,8,Yes,3
714,41,Male,HR,Single,Sales Rep,Sales Rep,Rarely,8,Master,4,42,4,4,5,5,Yes,14,4,3,4,5,3,3,9,4,No,3
715,44,Female,Other,Married,Engineer,Engineer,Occasionally,10,Master,1,55,4,2,4,6,Yes,17,1,3,0,5,3,3,9,4,No,4
716,37,Male,HR,Married,Marketer,Marketing Manager,Rarely,28,Bachelor,3,46,1,5,4,6,Yes,15,5,7,2,2,7,7,1,10,Yes,2
717,47,Female,Finance,Married,Sales Rep,Sales Rep,Rarely,10,College,5,57,4,3,1,7,Yes,22,2,1,0,1,1,1,5,4,Yes,3
718,35,Male,HR,Single,Analyst,Analyst,Frequently,26,College,2,47,4,3,4,8,No,18,2,8,3,1,8,8,8,3,Yes,4
719,59,Male,Technical,Single,Manager,Manager,Occasionally,12,Bachelor,4,70,2,1,3,5,No,15,4,16,2,2,16,16,4,8,Yes,4
720,32,Male,Other,Divorced,Sales Rep,Sales Manager,Occasionally,30,Bachelor,5,78,1,4,2,7,Yes,10,5,5,1,4,5,5,10,4,Yes,3
721,30,Male,Finance,Married,Manager,Team Leader,Occasionally,12,Master,4,48,2,1,4,6,Yes,19,2,14,2,2,14,14,9,3,Yes,4
722,43,Male,Finance,Single,Sales Rep,Sales Rep,Frequently,13,Doctor,2,28,3,4,1,4,Yes,12,5,4,0,1,4,4,9,6,No,2
723,45,Male,Technical,Single,Analyst,Data Analyst,Frequently,30,High School,5,62,1,2,1,2,Yes,11,1,3,5,4,3,3,6,8,Yes,4
724,46,Female,Marketing,Married,Manager,Team Leader,Frequently,14,Master,5,33,3,3,3,4,No,10,3,6,1,5,6,6,9,9,No,4
725,22,Female,Marketing,Divorced,Manager,Team Leader,Rarely,13,Doctor,5,73,4,1,4,0,No,10,4,11,3,2,11,11,2,10,No,4
726,39,Male,Finance,Single,Engineer,Engineer,Frequently,22,College,1,23,3,2,1,5,No,21,3,4,1,1,4,4,8,2,Yes,4
727,52,Female,HR,Married,Engineer,Engineer,Rarely,12,Doctor,4,59,4,2,1,3,Yes,23,5,5,1,5,5,5,7,6,Yes,3
728,53,Female,Technical,Divorced,Engineer,Engineer,Frequently,25,Bachelor,3,33,4,1,5,3,No,22,1,6,4,3,6,6,1,4,Yes,3
729,27,Male,Technical,Single,Sales Rep,Sales Manager,Rarely,14,Master,4,55,4,2,4,7,No,18,3,5,1,3,5,5,4,1,No,3
